text,label,lang,channel,family,template,source,split
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,en,sms,uci,,uci_sms,train
Oh is it? Send me the address,0,en,sms,uci,,uci_sms,train
S'fine. Anytime. All the best with it.,0,en,sms,uci,,uci_sms,train
That is wondar full flim.,0,en,sms,uci,,uci_sms,train
Ya even those cookies have jelly on them,0,en,sms,uci,,uci_sms,train
"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,en,sms,uci,,uci_sms,train
Got it! It looks scrumptious... daddy wants to eat you all night long!,0,en,sms,uci,,uci_sms,train
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,en,sms,uci,,uci_sms,train
"Alright omw, gotta change my order to a half8th",0,en,sms,uci,,uci_sms,train
Exactly. Anyways how far. Is jide her to study or just visiting,0,en,sms,uci,,uci_sms,test
Dunno y u ask me.,0,en,sms,uci,,uci_sms,train
Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,en,sms,uci,,uci_sms,train
No he didn't. Spring is coming early yay!,0,en,sms,uci,,uci_sms,train
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,en,sms,uci,,uci_sms,test
Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,en,sms,uci,,uci_sms,test
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0,en,sms,uci,,uci_sms,test
Then why no one talking to me,0,en,sms,uci,,uci_sms,train
Thanks for looking out for me. I really appreciate.,0,en,sms,uci,,uci_sms,train
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,en,sms,uci,,uci_sms,train
Wish i were with you now!,0,en,sms,uci,,uci_sms,train
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0,en,sms,uci,,uci_sms,train
Yes i will be there. Glad you made it.,0,en,sms,uci,,uci_sms,train
Do well :)all will for little time. Thing of good times ahead:,0,en,sms,uci,,uci_sms,train
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,en,sms,uci,,uci_sms,train
Ok. There may be a free gym about.,0,en,sms,uci,,uci_sms,train
Men like shorter ladies. Gaze up into his eyes.,0,en,sms,uci,,uci_sms,train
Dunno he jus say go lido. Same time 930.,0,en,sms,uci,,uci_sms,train
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,en,sms,uci,,uci_sms,train
U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,en,sms,uci,,uci_sms,train
Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,en,sms,uci,,uci_sms,train
By monday next week. Give me the full gist,0,en,sms,uci,,uci_sms,train
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,en,sms,uci,,uci_sms,train
You have an important customer service announcement from PREMIER.,1,en,sms,uci,,uci_sms,test
Dont gimme that lip caveboy,0,en,sms,uci,,uci_sms,train
When did you get to the library,0,en,sms,uci,,uci_sms,train
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,0,en,sms,uci,,uci_sms,train
So why didnt you holla?,0,en,sms,uci,,uci_sms,train
Cant think of anyone with * spare room off * top of my head,0,en,sms,uci,,uci_sms,train
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0,en,sms,uci,,uci_sms,train
U should have made an appointment,0,en,sms,uci,,uci_sms,train
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,en,sms,uci,,uci_sms,train
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,en,sms,uci,,uci_sms,test
"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,en,sms,uci,,uci_sms,train
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,en,sms,uci,,uci_sms,train
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,en,sms,uci,,uci_sms,train
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,en,sms,uci,,uci_sms,train
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1,en,sms,uci,,uci_sms,train
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,en,sms,uci,,uci_sms,train
"Sorry, I'll call later",0,en,sms,uci,,uci_sms,train
I cant pick the phone right now. Pls send a message,0,en,sms,uci,,uci_sms,test
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,en,sms,uci,,uci_sms,train
Not getting anywhere with this damn job hunting over here!,0,en,sms,uci,,uci_sms,train
Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? ,0,en,sms,uci,,uci_sms,test
"idc get over here, you are not weaseling your way out of this shit twice in a row",0,en,sms,uci,,uci_sms,train
I wil be there with in  &lt;#&gt;  minutes. Got any space,0,en,sms,uci,,uci_sms,train
Just sleeping..and surfing,0,en,sms,uci,,uci_sms,train
Thanks for picking up the trash.,0,en,sms,uci,,uci_sms,train
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,en,sms,uci,,uci_sms,test
"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""",0,en,sms,uci,,uci_sms,train
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,en,sms,uci,,uci_sms,train
That means get the door,0,en,sms,uci,,uci_sms,train
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,en,sms,uci,,uci_sms,train
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,en,sms,uci,,uci_sms,test
Beerage?,0,en,sms,uci,,uci_sms,train
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,en,sms,uci,,uci_sms,train
Dont think so. It turns off like randomlly within 5min of opening,0,en,sms,uci,,uci_sms,train
"She was supposed to be but couldn't make it, she's still in town though",0,en,sms,uci,,uci_sms,test
It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0,en,sms,uci,,uci_sms,test
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1,en,sms,uci,,uci_sms,train
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",1,en,sms,uci,,uci_sms,train
Gud mrng dear hav a nice day,0,en,sms,uci,,uci_sms,train
This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0,en,sms,uci,,uci_sms,train
All e best 4 ur driving tmr :-),0,en,sms,uci,,uci_sms,test
Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,0,en,sms,uci,,uci_sms,train
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,en,sms,uci,,uci_sms,train
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0,en,sms,uci,,uci_sms,train
it's really getting me down just hanging around.,0,en,sms,uci,,uci_sms,train
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1,en,sms,uci,,uci_sms,train
"""Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic""",0,en,sms,uci,,uci_sms,train
Ok i msg u b4 i leave my house.,0,en,sms,uci,,uci_sms,train
"""Gimme a few"" was  &lt;#&gt;  minutes ago",0,en,sms,uci,,uci_sms,train
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1,en,sms,uci,,uci_sms,test
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,0,en,sms,uci,,uci_sms,test
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,en,sms,uci,,uci_sms,train
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1,en,sms,uci,,uci_sms,train
K I'll be there before 4.,0,en,sms,uci,,uci_sms,test
I dled 3d its very imp,0,en,sms,uci,,uci_sms,train
"sure, but make sure he knows we ain't smokin yet",0,en,sms,uci,,uci_sms,test
Boooo you always work. Just quit.,0,en,sms,uci,,uci_sms,train
I am taking half day leave bec i am not well,0,en,sms,uci,,uci_sms,train
Ugh I don't wanna get out of bed. It's so warm.,0,en,sms,uci,,uci_sms,test
S:)s.nervous  &lt;#&gt; :),0,en,sms,uci,,uci_sms,train
So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,en,sms,uci,,uci_sms,train
Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,en,sms,uci,,uci_sms,train
I borrow ur bag ok.,0,en,sms,uci,,uci_sms,test
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1,en,sms,uci,,uci_sms,train
Where's my boytoy? I miss you ... What happened?,0,en,sms,uci,,uci_sms,test
"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0,en,sms,uci,,uci_sms,train
Also are you bringing galileo or dobby,0,en,sms,uci,,uci_sms,test
Then why you not responding,0,en,sms,uci,,uci_sms,train
"""BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.""",0,en,sms,uci,,uci_sms,train
Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0,en,sms,uci,,uci_sms,train
On the road so cant txt,0,en,sms,uci,,uci_sms,train
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,en,sms,uci,,uci_sms,train
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,en,sms,uci,,uci_sms,train
Have a good evening! Ttyl,0,en,sms,uci,,uci_sms,test
Hmm .. Bits and pieces lol ... *sighs* ...,0,en,sms,uci,,uci_sms,train
Hahaha..use your brain dear,0,en,sms,uci,,uci_sms,train
Hey. You got any mail?,0,en,sms,uci,,uci_sms,train
"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,en,sms,uci,,uci_sms,train
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,en,sms,uci,,uci_sms,train
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,en,sms,uci,,uci_sms,train
Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,0,en,sms,uci,,uci_sms,train
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1,en,sms,uci,,uci_sms,train
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",0,en,sms,uci,,uci_sms,train
Surely result will offer:),0,en,sms,uci,,uci_sms,train
Good Morning my Dear........... Have a great &amp; successful day.,0,en,sms,uci,,uci_sms,train
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,en,sms,uci,,uci_sms,train
"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,en,sms,uci,,uci_sms,train
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,en,sms,uci,,uci_sms,train
Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,1,en,sms,uci,,uci_sms,test
I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0,en,sms,uci,,uci_sms,train
"Pls send me a comprehensive mail about who i'm paying, when and how much.",0,en,sms,uci,,uci_sms,train
Our Prashanthettan's mother passed away last night. pray for her and family.,0,en,sms,uci,,uci_sms,train
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",1,en,sms,uci,,uci_sms,train
K.k:)when are you going?,0,en,sms,uci,,uci_sms,train
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,en,sms,uci,,uci_sms,train
My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,en,sms,uci,,uci_sms,train
I am in office:)whats the matter..msg me now.i will call you at break:).,0,en,sms,uci,,uci_sms,train
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0,en,sms,uci,,uci_sms,train
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",1,en,sms,uci,,uci_sms,train
U reach orchard already? U wan 2 go buy tickets first?,0,en,sms,uci,,uci_sms,train
"I am real, baby! I want to bring out your inner tigress...",0,en,sms,uci,,uci_sms,train
No da if you run that it activate the full version da.,0,en,sms,uci,,uci_sms,train
"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.""",0,en,sms,uci,,uci_sms,train
Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,en,sms,uci,,uci_sms,test
Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1,en,sms,uci,,uci_sms,train
Going to take your babe out ?,0,en,sms,uci,,uci_sms,test
Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0,en,sms,uci,,uci_sms,test
Spoons it is then okay?,0,en,sms,uci,,uci_sms,train
Did he just say somebody is named tampa,0,en,sms,uci,,uci_sms,train
In work now. Going have in few min.,0,en,sms,uci,,uci_sms,train
Your brother is a genius,0,en,sms,uci,,uci_sms,train
"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0,en,sms,uci,,uci_sms,train
Did u find out what time the bus is at coz i need to sort some stuff out.,0,en,sms,uci,,uci_sms,test
Dude ive been seeing a lotta corvettes lately,0,en,sms,uci,,uci_sms,train
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,1,en,sms,uci,,uci_sms,test
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,en,sms,uci,,uci_sms,test
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,en,sms,uci,,uci_sms,train
Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,1,en,sms,uci,,uci_sms,train
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1,en,sms,uci,,uci_sms,test
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,en,sms,uci,,uci_sms,train
Its going good...no problem..but still need little experience to understand american customer voice...,0,en,sms,uci,,uci_sms,train
I'll text you when I drop x off,0,en,sms,uci,,uci_sms,test
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0,en,sms,uci,,uci_sms,train
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,0,en,sms,uci,,uci_sms,train
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1,en,sms,uci,,uci_sms,train
Are you in castor? You need to see something,0,en,sms,uci,,uci_sms,train
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,1,en,sms,uci,,uci_sms,train
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,1,en,sms,uci,,uci_sms,test
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,1,en,sms,uci,,uci_sms,test
Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,en,sms,uci,,uci_sms,train
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0,en,sms,uci,,uci_sms,train
I love to give massages. I use lots of baby oil... What is your fave position?,0,en,sms,uci,,uci_sms,train
Dude we should go sup again,0,en,sms,uci,,uci_sms,train
Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,0,en,sms,uci,,uci_sms,train
Gibbs unsold.mike hussey,0,en,sms,uci,,uci_sms,test
I like to talk pa but am not able to. I dont know y.,0,en,sms,uci,,uci_sms,train
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,0,en,sms,uci,,uci_sms,train
You unbelievable faglord,0,en,sms,uci,,uci_sms,test
Wife.how she knew the time of murder exactly,0,en,sms,uci,,uci_sms,train
Why do you ask princess?,0,en,sms,uci,,uci_sms,train
I am great princess! What are you thinking about me? :),0,en,sms,uci,,uci_sms,train
Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0,en,sms,uci,,uci_sms,train
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,0,en,sms,uci,,uci_sms,train
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,0,en,sms,uci,,uci_sms,train
"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",0,en,sms,uci,,uci_sms,test
Hope you are having a good week. Just checking in,0,en,sms,uci,,uci_sms,train
"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",0,en,sms,uci,,uci_sms,train
"Thursday night? Yeah, sure thing, we'll work it out then",0,en,sms,uci,,uci_sms,train
"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",1,en,sms,uci,,uci_sms,train
Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,0,en,sms,uci,,uci_sms,train
How is it possible to teach you. And where.,0,en,sms,uci,,uci_sms,train
"I wonder if your phone battery went dead ? I had to tell you, I love you babe",0,en,sms,uci,,uci_sms,train
Lovely smell on this bus and it ain't tobacco... ,0,en,sms,uci,,uci_sms,train
"We're all getting worried over here, derek and taylor have already assumed the worst",0,en,sms,uci,,uci_sms,train
Hey what's up charles sorry about the late reply.,0,en,sms,uci,,uci_sms,train
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1,en,sms,uci,,uci_sms,train
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,0,en,sms,uci,,uci_sms,test
WHITE FUDGE OREOS ARE IN STORES,0,en,sms,uci,,uci_sms,test
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,en,sms,uci,,uci_sms,train
My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,0,en,sms,uci,,uci_sms,train
I am sorry it hurt you.,0,en,sms,uci,,uci_sms,train
Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0,en,sms,uci,,uci_sms,train
Ok lor but not too early. Me still having project meeting now.,0,en,sms,uci,,uci_sms,train
"Call me da, i am waiting for your call.",0,en,sms,uci,,uci_sms,train
I could ask carlos if we could get more if anybody else can chip in,0,en,sms,uci,,uci_sms,train
Was actually about to send you a reminder today. Have a wonderful weekend,0,en,sms,uci,,uci_sms,train
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,en,sms,uci,,uci_sms,test
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,0,en,sms,uci,,uci_sms,train
Dont talk to him ever ok its my word.,0,en,sms,uci,,uci_sms,train
When u wana see it then,0,en,sms,uci,,uci_sms,train
On ma way to school. Can you pls send me ashley's number,0,en,sms,uci,,uci_sms,train
It shall be fine. I have avalarr now. Will hollalater,0,en,sms,uci,,uci_sms,test
She went to attend another two rounds today..but still did't reach home..,0,en,sms,uci,,uci_sms,test
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,en,sms,uci,,uci_sms,train
"K, wait chikku..il send aftr  &lt;#&gt; mins",0,en,sms,uci,,uci_sms,train
But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0,en,sms,uci,,uci_sms,train
K:)i will give my kvb acc details:),0,en,sms,uci,,uci_sms,train
Oh all have to come ah?,0,en,sms,uci,,uci_sms,train
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,en,sms,uci,,uci_sms,test
I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0,en,sms,uci,,uci_sms,test
Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0,en,sms,uci,,uci_sms,test
So do you have samus shoulders yet,0,en,sms,uci,,uci_sms,train
What time you think you'll have it? Need to know when I should be near campus,0,en,sms,uci,,uci_sms,train
"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1,en,sms,uci,,uci_sms,train
Then dun wear jeans lor...,0,en,sms,uci,,uci_sms,train
"Since when, which side, any fever, any vomitin.",0,en,sms,uci,,uci_sms,test
K:)k.are you in college?,0,en,sms,uci,,uci_sms,train
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,en,sms,uci,,uci_sms,train
Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,en,sms,uci,,uci_sms,test
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0,en,sms,uci,,uci_sms,train
Theyre doing it to lots of places. Only hospitals and medical places are safe.,0,en,sms,uci,,uci_sms,train
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,en,sms,uci,,uci_sms,train
And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,en,sms,uci,,uci_sms,train
"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0,en,sms,uci,,uci_sms,train
I cant wait to see you! How were the photos were useful? :),0,en,sms,uci,,uci_sms,test
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,en,sms,uci,,uci_sms,train
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,0,en,sms,uci,,uci_sms,test
Chk in ur belovd ms dict,0,en,sms,uci,,uci_sms,train
Is that what time you want me to come?,0,en,sms,uci,,uci_sms,train
"Awesome, lemme know whenever you're around",0,en,sms,uci,,uci_sms,test
Shb b ok lor... Thanx...,0,en,sms,uci,,uci_sms,train
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",0,en,sms,uci,,uci_sms,test
Also remember to get dobby's bowl from your car,0,en,sms,uci,,uci_sms,train
Filthy stories and GIRLS waiting for your,1,en,sms,uci,,uci_sms,train
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0,en,sms,uci,,uci_sms,train
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,en,sms,uci,,uci_sms,train
Welp apparently he retired,0,en,sms,uci,,uci_sms,train
My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,en,sms,uci,,uci_sms,test
Where @,0,en,sms,uci,,uci_sms,train
U sure u can't take any sick time?,0,en,sms,uci,,uci_sms,train
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,en,sms,uci,,uci_sms,train
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,en,sms,uci,,uci_sms,test
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,en,sms,uci,,uci_sms,train
Are you this much buzy,0,en,sms,uci,,uci_sms,train
Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0,en,sms,uci,,uci_sms,train
I am not sure about night menu. . . I know only about noon menu,0,en,sms,uci,,uci_sms,train
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0,en,sms,uci,,uci_sms,train
Are you willing to go for aptitude class.,0,en,sms,uci,,uci_sms,test
"It wont b until 2.15 as trying 2 sort house out, is that ok?",0,en,sms,uci,,uci_sms,test
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0,en,sms,uci,,uci_sms,train
